source,target,weight
228.254.241.164,2.252.27.210,1.57E-06
52.146.216.90,2.252.27.210,1.55E-06
65.116.14.206,2.252.27.210,1.19E-06
202.177.127.105,2.252.27.210,1.80E-06
160.165.200.82,2.252.27.210,1.51E-06
110.213.27.165,2.252.27.210,1.54E-06
59.163.59.170,2.252.27.210,1.28E-06
216.169.118.157,2.252.27.210,1.90E-06
85.58.24.241,2.252.27.210,1.10E-06
174.13.71.252,2.252.27.210,1.26E-06
234.252.5.47,2.252.27.210,1.40E-06
28.244.78.106,2.252.27.210,1.24E-06
75.212.2.180,2.252.27.210,1.87E-06
187.131.195.174,2.252.27.210,1.77E-06
23.217.248.166,2.252.27.210,1.78E-06
177.178.46.10,2.252.27.210,1.15E-06
252.4.39.78,2.252.27.210,1.61E-06
89.158.95.72,2.252.27.210,1.86E-06
120.26.118.215,2.252.27.210,1.34E-06
86.112.116.234,2.252.27.210,1.54E-06
115.111.157.126,2.252.27.210,1.10E-06
37.153.159.147,2.252.27.210,1.18E-06
210.27.141.175,2.252.27.210,1.76E-06
113.41.148.35,2.252.27.210,1.01E-06
135.38.32.51,2.252.27.210,1.21E-06
60.164.201.33,2.252.27.210,1.78E-06
17.229.183.105,2.252.27.210,1.29E-06
27.31.19.188,2.252.27.210,1.81E-06
253.239.184.156,2.252.27.210,1.89E-06
32.111.47.108,2.252.27.210,1.69E-06
95.116.229.157,2.252.27.210,1.49E-06
120.224.219.107,2.252.27.210,1.64E-06
56.254.62.124,2.252.27.210,1.49E-06
43.68.222.77,2.252.27.210,1.42E-06
203.226.233.201,2.252.27.210,1.39E-06
182.191.118.171,2.252.27.210,1.12E-06
151.68.248.225,2.252.27.210,1.94E-06
46.108.77.60,2.252.27.210,1.59E-06
126.75.185.161,2.252.27.210,1.92E-06
123.15.189.74,2.252.27.210,1.06E-06
169.27.115.140,2.252.27.210,1.13E-06
73.34.191.192,2.252.27.210,1.12E-06
49.197.200.160,2.252.27.210,1.62E-06
230.61.53.243,2.252.27.210,1.09E-06
224.70.96.220,2.252.27.210,1.59E-06
110.161.223.49,2.252.27.210,1.44E-06
95.91.247.241,2.252.27.210,1.15E-06
158.47.8.31,2.252.27.210,1.82E-06
172.238.126.172,2.252.27.210,1.55E-06
230.92.232.87,2.252.27.210,1.31E-06
150.15.126.195,2.252.27.210,1.28E-06
47.17.212.211,2.252.27.210,1.28E-06
71.237.214.158,2.252.27.210,1.46E-06
181.192.151.162,2.252.27.210,1.09E-06
152.146.183.191,2.252.27.210,1.15E-06
11.251.193.202,2.252.27.210,1.43E-06
37.3.0.99,2.252.27.210,1.66E-06
203.125.160.101,2.252.27.210,1.48E-06
60.134.60.35,2.252.27.210,1.89E-06
47.29.214.65,2.252.27.210,1.54E-06
199.39.186.126,2.252.27.210,1.39E-06
144.12.217.53,2.252.27.210,1.88E-06
12.76.43.43,2.252.27.210,1.86E-06
234.252.88.175,2.252.27.210,1.68E-06
8.152.40.164,2.252.27.210,1.67E-06
239.220.161.26,2.252.27.210,1.58E-06
51.232.164.85,2.252.27.210,1.70E-06
102.179.165.178,2.252.27.210,1.50E-06
137.99.139.170,2.252.27.210,1.40E-06
178.203.46.173,2.252.27.210,1.44E-06
197.129.52.156,2.252.27.210,1.39E-06
8.111.101.155,2.252.27.210,1.37E-06
193.114.66.52,2.252.27.210,1.27E-06
120.37.241.18,2.252.27.210,1.18E-06
131.85.12.130,2.252.27.210,1.05E-06
173.221.255.206,2.252.27.210,1.54E-06
243.9.246.133,2.252.27.210,1.16E-06
63.21.125.61,2.252.27.210,1.34E-06
5.229.11.44,2.252.27.210,1.39E-06
68.214.211.250,2.252.27.210,1.91E-06
140.180.97.250,2.252.27.210,1.02E-06
122.7.245.62,2.252.27.210,1.79E-06
14.138.73.96,2.252.27.210,1.35E-06
45.246.66.156,2.252.27.210,1.75E-06
228.169.182.182,2.252.27.210,1.47E-06
223.250.57.237,2.252.27.210,1.39E-06
253.187.165.128,2.252.27.210,1.12E-06
58.34.238.235,2.252.27.210,1.68E-06
237.88.219.116,2.252.27.210,1.46E-06
142.247.205.197,2.252.27.210,1.59E-06
196.160.145.136,2.252.27.210,1.51E-06
254.235.105.18,2.252.27.210,1.20E-06
172.95.188.132,2.252.27.210,1.60E-06
53.0.182.198,2.252.27.210,1.59E-06
40.141.227.155,2.252.27.210,1.29E-06
184.225.87.173,2.252.27.210,1.14E-06
212.17.12.100,2.252.27.210,1.62E-06
245.98.212.62,2.252.27.210,1.74E-06
127.34.145.244,2.252.27.210,1.02E-06
197.156.124.142,2.252.27.210,1.04E-06
42.50.158.46,2.252.27.210,1.24E-06
237.41.195.239,2.252.27.210,1.59E-06
214.94.118.112,2.252.27.210,1.52E-06
175.51.45.153,2.252.27.210,1.53E-06
246.136.103.30,2.252.27.210,1.86E-06
223.70.59.118,2.252.27.210,1.16E-06
190.51.10.231,2.252.27.210,1.34E-06
80.132.102.50,2.252.27.210,1.94E-06
234.0.214.0,2.252.27.210,1.72E-06
104.43.209.218,2.252.27.210,1.87E-06
127.237.161.89,2.252.27.210,1.98E-06
135.153.223.67,2.252.27.210,1.04E-06
244.200.33.56,2.252.27.210,1.03E-06
56.148.162.118,2.252.27.210,1.74E-06
137.74.181.196,2.252.27.210,1.69E-06
224.201.161.110,2.252.27.210,1.21E-06
186.90.246.166,2.252.27.210,1.08E-06
249.124.217.175,2.252.27.210,1.50E-06
161.234.116.81,2.252.27.210,1.54E-06
238.80.172.100,2.252.27.210,1.66E-06
36.230.249.5,2.252.27.210,1.04E-06
254.114.139.56,2.252.27.210,1.85E-06
77.80.247.7,2.252.27.210,1.73E-06
3.62.166.114,2.252.27.210,1.74E-06
212.191.161.14,2.252.27.210,1.25E-06
152.24.201.181,2.252.27.210,1.58E-06
232.128.124.105,2.252.27.210,1.59E-06
39.147.165.205,2.252.27.210,1.67E-06
10.30.19.195,2.252.27.210,1.54E-06
66.34.23.252,2.252.27.210,1.90E-06
218.179.67.59,2.252.27.210,1.28E-06
165.94.194.198,2.252.27.210,1.69E-06
107.57.39.91,2.252.27.210,1.89E-06
212.65.65.170,2.252.27.210,1.06E-06
131.220.120.89,2.252.27.210,1.49E-06
212.89.134.41,2.252.27.210,1.15E-06
120.200.88.245,2.252.27.210,1.81E-06
69.7.53.124,2.252.27.210,1.77E-06
207.2.63.171,2.252.27.210,1.76E-06
242.185.108.28,2.252.27.210,1.02E-06
138.148.215.19,2.252.27.210,1.63E-06
152.109.246.81,2.252.27.210,1.86E-06
170.93.70.12,2.252.27.210,1.17E-06
221.30.168.61,2.252.27.210,1.46E-06
47.141.209.66,2.252.27.210,1.33E-06
197.114.199.160,2.252.27.210,1.87E-06
66.40.241.139,2.252.27.210,1.80E-06
51.226.150.34,2.252.27.210,1.68E-06
116.156.3.136,2.252.27.210,1.64E-06
30.188.247.31,2.252.27.210,1.41E-06
118.51.31.110,2.252.27.210,1.63E-06
104.104.61.46,2.252.27.210,1.04E-06
175.237.211.140,2.252.27.210,1.35E-06
171.149.154.159,2.252.27.210,1.17E-06
133.174.246.34,2.252.27.210,1.87E-06
7.180.221.33,2.252.27.210,1.24E-06
71.89.193.125,2.252.27.210,1.83E-06
236.136.90.74,2.252.27.210,1.14E-06
79.74.182.36,2.252.27.210,1.77E-06
242.64.162.125,2.252.27.210,1.63E-06
243.255.163.167,2.252.27.210,1.70E-06
79.253.184.46,2.252.27.210,1.47E-06
70.114.1.162,2.252.27.210,1.58E-06
8.182.141.21,2.252.27.210,1.36E-06
93.14.253.25,2.252.27.210,1.15E-06
206.250.211.79,2.252.27.210,1.66E-06
102.154.169.148,2.252.27.210,1.83E-06
90.237.90.18,2.252.27.210,1.88E-06
95.237.173.120,2.252.27.210,1.11E-06
105.19.19.255,2.252.27.210,1.75E-06
101.61.16.197,2.252.27.210,1.93E-06
8.240.140.18,2.252.27.210,1.40E-06
182.40.209.76,2.252.27.210,1.21E-06
164.57.134.61,2.252.27.210,1.87E-06
90.24.186.232,2.252.27.210,1.42E-06
241.0.125.222,2.252.27.210,1.18E-06
180.81.56.176,2.252.27.210,1.07E-06
67.54.58.68,2.252.27.210,1.89E-06
233.119.5.128,2.252.27.210,1.77E-06
44.92.144.185,2.252.27.210,1.77E-06
19.2.89.52,2.252.27.210,1.99E-06
204.226.186.98,2.252.27.210,1.91E-06
170.151.115.136,2.252.27.210,1.50E-06
4.250.244.161,2.252.27.210,1.34E-06
2.232.87.116,2.252.27.210,1.02E-06
14.133.249.139,2.252.27.210,1.51E-06
155.109.144.30,2.252.27.210,1.12E-06
239.133.234.206,2.252.27.210,1.39E-06
121.59.181.191,2.252.27.210,1.73E-06
139.83.79.244,2.252.27.210,1.42E-06
120.96.68.106,2.252.27.210,1.36E-06
203.109.25.244,2.252.27.210,1.23E-06
16.152.43.7,2.252.27.210,1.94E-06
134.168.26.254,2.252.27.210,1.80E-06
117.64.255.86,2.252.27.210,1.67E-06
233.143.144.237,2.252.27.210,1.53E-06
90.30.250.196,2.252.27.210,1.94E-06
163.250.137.63,2.252.27.210,1.06E-06
219.208.12.241,2.252.27.210,1.85E-06
186.94.208.127,2.252.27.210,1.73E-06
78.162.241.85,2.252.27.210,1.96E-06
142.149.104.165,2.252.27.210,1.43E-06
185.19.173.64,2.252.27.210,1.74E-06
77.249.2.145,2.252.27.210,1.37E-06
216.209.63.28,2.252.27.210,1.10E-06
184.250.152.175,2.252.27.210,1.43E-06
240.18.244.194,2.252.27.210,1.60E-06
146.120.96.94,2.252.27.210,1.25E-06
37.229.21.35,2.252.27.210,1.06E-06
134.49.172.54,2.252.27.210,1.90E-06
212.44.144.77,2.252.27.210,1.72E-06
61.204.69.201,2.252.27.210,1.64E-06
240.103.102.73,2.252.27.210,1.83E-06
108.17.241.53,2.252.27.210,1.52E-06
70.172.219.119,2.252.27.210,1.25E-06
145.248.90.59,2.252.27.210,1.15E-06
165.141.193.185,2.252.27.210,1.43E-06
163.190.56.72,2.252.27.210,1.20E-06
28.177.110.121,2.252.27.210,1.47E-06
75.90.251.27,2.252.27.210,1.28E-06
94.35.174.116,2.252.27.210,1.35E-06
13.2.33.207,2.252.27.210,1.16E-06
181.4.127.84,2.252.27.210,1.37E-06
151.7.168.66,2.252.27.210,1.51E-06
64.242.15.19,2.252.27.210,1.36E-06
52.134.83.27,2.252.27.210,1.93E-06
93.224.192.250,2.252.27.210,1.12E-06
88.149.95.255,2.252.27.210,1.64E-06
34.62.207.130,2.252.27.210,1.30E-06
73.149.182.144,2.252.27.210,1.56E-06
197.85.187.128,2.252.27.210,1.79E-06
18.226.159.166,2.252.27.210,1.65E-06
87.14.90.41,2.252.27.210,1.61E-06
46.62.81.219,2.252.27.210,1.56E-06
29.171.27.157,2.252.27.210,1.33E-06
47.183.82.87,2.252.27.210,1.70E-06
225.144.30.68,2.252.27.210,1.49E-06
210.81.107.67,2.252.27.210,1.47E-06
82.84.136.14,2.252.27.210,1.10E-06
6.63.215.185,2.252.27.210,1.80E-06
233.27.72.16,2.252.27.210,1.58E-06
140.2.147.152,2.252.27.210,1.05E-06
16.72.174.109,2.252.27.210,1.03E-06
169.166.110.112,2.252.27.210,1.18E-06
13.74.50.238,2.252.27.210,1.59E-06
54.228.204.90,2.252.27.210,1.94E-06
90.203.207.224,2.252.27.210,1.57E-06
237.234.153.77,2.252.27.210,1.45E-06
134.220.111.100,2.252.27.210,1.45E-06
228.17.73.249,2.252.27.210,1.31E-06
115.42.10.18,2.252.27.210,1.94E-06
59.225.51.117,2.252.27.210,1.78E-06
128.57.214.4,2.252.27.210,1.62E-06
52.123.160.93,2.252.27.210,1.32E-06
221.216.17.103,2.252.27.210,1.66E-06
208.30.212.243,2.252.27.210,1.28E-06
161.102.159.95,2.252.27.210,1.20E-06
153.228.55.149,2.252.27.210,1.69E-06
247.237.84.144,2.252.27.210,1.40E-06
156.201.107.173,2.252.27.210,1.51E-06
205.1.88.167,2.252.27.210,1.96E-06
69.64.16.101,2.252.27.210,1.23E-06
254.245.61.16,2.252.27.210,1.91E-06
111.202.109.90,2.252.27.210,1.26E-06
226.59.252.76,2.252.27.210,1.07E-06
14.115.10.232,2.252.27.210,1.06E-06
217.38.170.33,2.252.27.210,1.42E-06
193.112.107.114,2.252.27.210,1.71E-06
103.136.189.19,2.252.27.210,1.51E-06
196.19.109.169,2.252.27.210,1.30E-06
58.190.171.167,2.252.27.210,1.38E-06
227.25.172.56,2.252.27.210,1.86E-06
198.19.140.121,2.252.27.210,1.85E-06
120.122.87.171,2.252.27.210,1.08E-06
238.35.1.129,2.252.27.210,1.51E-06
49.234.204.255,2.252.27.210,1.78E-06
13.220.60.130,2.252.27.210,1.95E-06
201.136.159.70,2.252.27.210,1.72E-06
207.17.234.121,2.252.27.210,1.97E-06
26.19.168.242,2.252.27.210,1.51E-06
46.34.178.32,2.252.27.210,1.23E-06
48.25.94.217,2.252.27.210,1.40E-06
245.205.240.239,2.252.27.210,1.47E-06
241.89.8.48,2.252.27.210,1.75E-06
21.232.187.159,2.252.27.210,1.68E-06
0.227.124.232,2.252.27.210,1.29E-06
30.226.142.168,2.252.27.210,1.48E-06
167.122.106.96,2.252.27.210,1.76E-06
194.192.193.170,2.252.27.210,1.97E-06
191.95.199.78,2.252.27.210,1.15E-06
223.70.231.133,2.252.27.210,1.14E-06
222.123.91.139,2.252.27.210,1.74E-06
74.157.91.66,2.252.27.210,1.12E-06
115.201.105.46,2.252.27.210,1.34E-06
34.42.41.109,2.252.27.210,1.06E-06
224.91.93.103,2.252.27.210,1.84E-06
199.95.147.17,2.252.27.210,1.69E-06
119.31.14.76,2.252.27.210,1.56E-06
152.184.240.211,2.252.27.210,1.67E-06
24.248.145.219,2.252.27.210,1.01E-06
89.147.51.17,2.252.27.210,1.63E-06
160.116.85.37,2.252.27.210,1.05E-06
238.215.129.154,2.252.27.210,1.62E-06
53.141.202.206,2.252.27.210,1.44E-06
88.200.107.49,2.252.27.210,1.19E-06
134.118.186.223,2.252.27.210,1.54E-06
72.249.204.33,2.252.27.210,1.47E-06
103.165.88.235,2.252.27.210,1.25E-06
142.212.169.166,2.252.27.210,1.51E-06
40.100.60.94,2.252.27.210,1.49E-06
84.85.71.128,2.252.27.210,1.14E-06
127.158.58.168,2.252.27.210,1.96E-06
33.216.10.12,2.252.27.210,1.10E-06
158.199.72.195,2.252.27.210,1.68E-06
86.104.81.82,2.252.27.210,1.25E-06
180.244.216.205,2.252.27.210,1.29E-06
213.32.44.21,2.252.27.210,1.02E-06
254.242.207.216,2.252.27.210,1.95E-06
63.213.174.178,2.252.27.210,1.25E-06
116.241.236.137,2.252.27.210,1.70E-06
212.105.24.139,2.252.27.210,1.04E-06
65.125.172.212,2.252.27.210,1.71E-06
148.240.200.60,2.252.27.210,1.79E-06
218.24.236.41,2.252.27.210,1.15E-06
8.208.133.3,2.252.27.210,1.50E-06
240.254.154.222,2.252.27.210,1.57E-06
20.28.178.87,2.252.27.210,1.61E-06
112.212.163.69,2.252.27.210,1.64E-06
175.202.87.255,2.252.27.210,1.03E-06
47.214.44.83,2.252.27.210,1.09E-06
221.235.136.181,2.252.27.210,1.11E-06
27.247.81.169,2.252.27.210,1.93E-06
19.232.218.72,2.252.27.210,1.20E-06
213.114.46.76,2.252.27.210,1.72E-06
33.172.180.143,2.252.27.210,1.72E-06
25.220.26.78,2.252.27.210,1.62E-06
124.231.131.189,2.252.27.210,1.22E-06
30.7.166.110,2.252.27.210,1.90E-06
184.1.153.246,2.252.27.210,1.26E-06
172.111.199.66,2.252.27.210,1.29E-06
98.234.50.109,2.252.27.210,1.97E-06
35.144.20.255,2.252.27.210,1.20E-06
117.215.57.85,2.252.27.210,1.36E-06
74.6.167.32,2.252.27.210,1.38E-06
221.120.9.98,2.252.27.210,1.51E-06
119.131.14.147,2.252.27.210,1.35E-06
213.22.201.202,2.252.27.210,1.48E-06
94.27.155.161,124.35.41.137,1.27E-06
52.158.41.198,124.35.41.137,1.13E-06
213.127.182.113,124.35.41.137,1.29E-06
36.148.209.78,124.35.41.137,1.37E-06
137.70.151.153,124.35.41.137,1.80E-06
25.21.117.236,124.35.41.137,1.48E-06
60.103.185.72,124.35.41.137,1.95E-06
103.112.234.198,124.35.41.137,1.47E-06
245.201.131.129,124.35.41.137,1.31E-06
178.240.200.244,124.35.41.137,1.09E-06
56.91.126.1,124.35.41.137,1.08E-06
226.106.38.91,124.35.41.137,1.71E-06
94.107.123.220,124.35.41.137,1.72E-06
210.186.6.110,124.35.41.137,1.06E-06
145.226.173.87,124.35.41.137,1.14E-06
204.248.200.1,124.35.41.137,1.42E-06
10.173.142.87,124.35.41.137,1.33E-06
104.244.219.120,124.35.41.137,1.00E-06
1.157.77.246,124.35.41.137,1.21E-06
167.232.39.154,124.35.41.137,1.37E-06
91.246.79.115,124.35.41.137,1.80E-06
129.45.113.41,124.35.41.137,1.96E-06
173.179.90.12,124.35.41.137,1.96E-06
136.108.77.187,124.35.41.137,1.26E-06
61.97.93.28,124.35.41.137,1.12E-06
233.38.203.112,124.35.41.137,1.42E-06
127.227.95.163,124.35.41.137,1.91E-06
239.188.201.216,124.35.41.137,1.94E-06
46.39.62.86,124.35.41.137,1.91E-06
181.140.129.127,124.35.41.137,1.30E-06
139.219.203.250,124.35.41.137,1.24E-06
253.5.77.74,124.35.41.137,1.94E-06
184.249.135.99,124.35.41.137,1.73E-06
127.59.40.119,124.35.41.137,1.66E-06
250.213.230.110,124.35.41.137,1.99E-06
185.181.57.178,124.35.41.137,1.69E-06
79.208.222.251,124.35.41.137,1.48E-06
5.242.212.3,124.35.41.137,1.84E-06
249.22.131.93,124.35.41.137,1.90E-06
243.44.36.155,124.35.41.137,1.47E-06
26.20.15.89,124.35.41.137,1.03E-06
207.124.102.214,124.35.41.137,1.26E-06
9.20.71.190,124.35.41.137,1.08E-06
131.148.34.241,124.35.41.137,1.32E-06
48.244.175.58,124.35.41.137,1.09E-06
169.206.36.91,124.35.41.137,1.97E-06
175.234.160.199,124.35.41.137,1.20E-06
246.197.38.114,124.35.41.137,1.12E-06
48.224.97.252,124.35.41.137,1.87E-06
207.239.18.186,124.35.41.137,1.66E-06
240.113.211.104,124.35.41.137,1.17E-06
8.46.60.150,124.35.41.137,1.50E-06
167.69.163.170,124.35.41.137,1.57E-06
155.93.198.196,124.35.41.137,1.74E-06
245.221.157.218,124.35.41.137,1.50E-06
116.127.54.31,124.35.41.137,1.67E-06
50.214.144.99,124.35.41.137,1.25E-06
158.88.52.155,124.35.41.137,1.40E-06
121.213.0.175,124.35.41.137,1.78E-06
146.107.207.74,124.35.41.137,1.61E-06
243.83.192.3,124.35.41.137,1.84E-06
10.51.183.72,124.35.41.137,1.67E-06
24.19.21.30,124.35.41.137,1.68E-06
126.61.29.198,124.35.41.137,1.53E-06
211.37.91.186,124.35.41.137,1.81E-06
247.20.210.217,124.35.41.137,1.26E-06
66.153.108.247,124.35.41.137,1.68E-06
145.141.54.20,124.35.41.137,1.86E-06
186.11.121.255,124.35.41.137,1.35E-06
24.83.11.20,124.35.41.137,1.94E-06
69.218.148.178,124.35.41.137,1.04E-06
62.214.35.43,124.35.41.137,1.48E-06
213.174.54.58,124.35.41.137,1.94E-06
190.50.76.73,124.35.41.137,1.39E-06
237.224.112.37,124.35.41.137,1.13E-06
37.123.233.162,124.35.41.137,1.68E-06
70.100.13.132,124.35.41.137,1.62E-06
46.163.61.106,124.35.41.137,1.24E-06
168.231.233.55,124.35.41.137,1.94E-06
211.75.174.8,124.35.41.137,1.18E-06
188.198.153.57,124.35.41.137,1.66E-06
202.9.4.10,124.35.41.137,1.68E-06
7.34.166.48,124.35.41.137,1.13E-06
4.197.154.196,124.35.41.137,1.36E-06
240.221.124.232,124.35.41.137,1.43E-06
34.194.175.101,124.35.41.137,1.38E-06
150.33.224.46,124.35.41.137,1.44E-06
67.13.66.8,124.35.41.137,1.45E-06
188.42.3.151,124.35.41.137,1.62E-06
100.31.96.158,124.35.41.137,1.38E-06
155.9.204.116,124.35.41.137,1.11E-06
182.219.73.160,124.35.41.137,1.76E-06
63.45.66.216,124.35.41.137,1.54E-06
114.252.94.166,124.35.41.137,1.74E-06
113.170.106.1,124.35.41.137,1.66E-06
231.90.150.53,124.35.41.137,1.93E-06
243.72.45.151,124.35.41.137,1.62E-06
222.168.23.165,124.35.41.137,1.70E-06
123.184.221.240,124.35.41.137,1.56E-06
55.48.11.89,124.35.41.137,1.88E-06
80.232.176.156,124.35.41.137,1.73E-06
242.56.195.32,124.35.41.137,1.64E-06
215.222.170.8,124.35.41.137,1.85E-06
253.145.136.245,124.35.41.137,1.09E-06
55.73.9.221,124.35.41.137,1.63E-06
72.109.12.230,124.35.41.137,1.80E-06
93.254.158.86,124.35.41.137,1.72E-06
172.205.181.172,124.35.41.137,1.58E-06
150.95.156.250,124.35.41.137,1.00E-06
49.33.85.140,124.35.41.137,1.27E-06
217.83.127.98,124.35.41.137,1.61E-06
237.24.121.26,124.35.41.137,1.93E-06
8.62.181.119,124.35.41.137,1.91E-06
68.167.74.212,124.35.41.137,1.50E-06
40.162.125.133,124.35.41.137,1.51E-06
10.188.95.77,124.35.41.137,1.60E-06
91.252.19.164,124.35.41.137,1.02E-06
154.199.83.82,124.35.41.137,1.93E-06
147.71.209.202,124.35.41.137,1.09E-06
180.119.10.175,124.35.41.137,1.65E-06
78.58.181.115,124.35.41.137,1.93E-06
140.219.61.245,124.35.41.137,1.39E-06
187.54.50.26,124.35.41.137,1.33E-06
141.11.247.123,124.35.41.137,1.47E-06
11.187.180.117,124.35.41.137,2.00E-06
55.42.108.192,124.35.41.137,1.76E-06
7.80.139.53,124.35.41.137,1.88E-06
181.26.106.246,124.35.41.137,1.08E-06
114.201.254.143,124.35.41.137,1.37E-06
1.252.150.52,124.35.41.137,1.53E-06
251.76.42.146,124.35.41.137,1.93E-06
176.207.72.224,124.35.41.137,1.19E-06
161.79.166.235,124.35.41.137,1.29E-06
133.209.145.110,124.35.41.137,1.10E-06
196.236.254.91,124.35.41.137,1.22E-06
213.214.160.135,124.35.41.137,1.89E-06
23.228.119.13,124.35.41.137,1.31E-06
169.135.162.159,124.35.41.137,1.49E-06
157.82.238.24,124.35.41.137,1.05E-06
9.223.87.130,124.35.41.137,1.05E-06
187.162.68.141,124.35.41.137,1.20E-06
219.238.169.204,124.35.41.137,1.98E-06
117.66.159.75,124.35.41.137,1.30E-06
72.178.118.172,124.35.41.137,1.30E-06
30.11.225.191,124.35.41.137,1.65E-06
235.95.78.83,124.35.41.137,1.39E-06
100.107.170.210,124.35.41.137,1.64E-06
3.211.116.8,124.35.41.137,1.59E-06
77.142.124.135,124.35.41.137,1.11E-06
180.93.202.164,124.35.41.137,2.00E-06
183.122.196.68,124.35.41.137,1.30E-06
249.215.47.150,124.35.41.137,1.87E-06
79.156.50.148,124.35.41.137,1.27E-06
231.152.196.223,124.35.41.137,1.56E-06
173.241.171.172,124.35.41.137,1.42E-06
77.5.216.146,124.35.41.137,1.20E-06
144.65.96.214,124.35.41.137,1.27E-06
16.161.225.40,124.35.41.137,1.69E-06
164.255.55.68,124.35.41.137,1.30E-06
76.208.151.217,124.35.41.137,1.91E-06
187.107.60.21,124.35.41.137,1.72E-06
20.82.125.206,124.35.41.137,1.31E-06
49.206.234.49,124.35.41.137,1.28E-06
165.52.232.77,124.35.41.137,1.62E-06
220.163.248.68,124.35.41.137,2.00E-06
254.102.124.211,124.35.41.137,1.76E-06
155.219.220.241,124.35.41.137,1.31E-06
151.8.182.70,124.35.41.137,1.60E-06
52.253.204.136,124.35.41.137,1.46E-06
65.192.85.29,124.35.41.137,1.77E-06
248.125.80.228,124.35.41.137,1.27E-06
87.19.186.143,124.35.41.137,1.06E-06
139.190.122.29,124.35.41.137,1.97E-06
248.224.39.59,124.35.41.137,1.62E-06
200.220.15.46,124.35.41.137,1.88E-06
198.114.53.28,124.35.41.137,1.72E-06
112.81.195.233,124.35.41.137,1.17E-06
206.201.0.69,124.35.41.137,1.25E-06
5.40.154.173,124.35.41.137,1.13E-06
24.178.83.106,124.35.41.137,1.16E-06
156.149.240.141,124.35.41.137,1.57E-06
181.176.25.181,124.35.41.137,1.84E-06
130.83.202.74,124.35.41.137,1.45E-06
19.163.41.131,124.35.41.137,1.19E-06
63.111.195.68,124.35.41.137,1.02E-06
252.129.171.40,124.35.41.137,1.38E-06
6.135.31.54,124.35.41.137,1.76E-06
78.1.10.134,124.35.41.137,1.57E-06
92.40.103.158,124.35.41.137,1.30E-06
83.138.191.3,124.35.41.137,1.76E-06
142.253.252.205,124.35.41.137,1.94E-06
121.193.74.79,124.35.41.137,1.04E-06
10.26.10.244,124.35.41.137,1.67E-06
92.247.186.147,124.35.41.137,1.22E-06
101.54.62.121,124.35.41.137,1.68E-06
195.187.51.186,124.35.41.137,1.14E-06
188.26.196.108,124.35.41.137,1.48E-06
98.115.140.190,124.35.41.137,1.93E-06
101.78.52.118,124.35.41.137,1.82E-06
219.53.77.149,124.35.41.137,1.29E-06
29.23.247.85,124.35.41.137,1.47E-06
52.23.193.201,124.35.41.137,1.12E-06
28.129.82.245,124.35.41.137,1.92E-06
202.96.242.89,124.35.41.137,1.58E-06
242.225.38.105,124.35.41.137,1.68E-06
158.156.3.126,124.35.41.137,1.05E-06
248.163.108.171,124.35.41.137,1.10E-06
187.115.250.45,124.35.41.137,1.76E-06
100.136.81.120,124.35.41.137,1.44E-06
96.63.14.168,124.35.41.137,1.70E-06
108.218.243.87,124.35.41.137,1.21E-06
65.183.104.145,124.35.41.137,1.54E-06
46.197.52.233,124.35.41.137,1.87E-06
113.105.179.15,124.35.41.137,1.90E-06
188.160.160.128,124.35.41.137,1.89E-06
172.170.175.113,124.35.41.137,1.52E-06
3.244.71.45,124.35.41.137,1.59E-06
106.19.81.49,124.35.41.137,1.48E-06
123.47.61.110,124.35.41.137,1.04E-06
169.182.95.130,124.35.41.137,1.61E-06
2.235.145.23,124.35.41.137,1.86E-06
72.76.33.73,124.35.41.137,1.19E-06
185.167.127.144,124.35.41.137,1.47E-06
152.123.164.0,124.35.41.137,1.50E-06
254.120.14.197,124.35.41.137,1.02E-06
229.124.26.171,124.35.41.137,1.79E-06
134.205.132.184,124.35.41.137,1.31E-06
27.217.193.182,124.35.41.137,1.75E-06
194.38.166.132,124.35.41.137,1.90E-06
0.99.26.54,124.35.41.137,1.26E-06
223.98.72.126,124.35.41.137,1.66E-06
66.60.245.236,124.35.41.137,1.57E-06
234.177.33.117,124.35.41.137,1.64E-06
7.68.158.161,124.35.41.137,1.19E-06
120.217.56.81,124.35.41.137,1.01E-06
229.33.178.204,124.35.41.137,1.19E-06
204.206.72.125,124.35.41.137,1.03E-06
212.49.132.132,124.35.41.137,1.51E-06
243.239.130.88,124.35.41.137,1.82E-06
249.255.249.36,124.35.41.137,1.10E-06
247.174.17.211,124.35.41.137,1.90E-06
189.166.202.183,124.35.41.137,1.58E-06
79.213.202.239,124.35.41.137,1.47E-06
8.92.136.36,124.35.41.137,1.55E-06
89.39.212.218,124.35.41.137,1.28E-06
100.210.134.107,124.35.41.137,1.18E-06
236.197.177.204,124.35.41.137,1.21E-06
94.28.76.224,124.35.41.137,1.52E-06
153.60.245.167,124.35.41.137,1.72E-06
119.54.24.193,124.35.41.137,1.52E-06
67.68.129.77,124.35.41.137,1.98E-06
91.79.142.132,124.35.41.137,1.48E-06
16.83.227.65,124.35.41.137,1.48E-06
228.254.241.164,124.35.41.137,1.93E-06
52.146.216.90,124.35.41.137,1.83E-06
65.116.14.206,124.35.41.137,1.87E-06
202.177.127.105,124.35.41.137,1.25E-06
160.165.200.82,124.35.41.137,1.18E-06
110.213.27.165,124.35.41.137,1.06E-06
59.163.59.170,124.35.41.137,1.34E-06
216.169.118.157,124.35.41.137,1.63E-06
